username,language
User:Tidjani Saleh,"['es-5', 'en-4', 'fr-3', 'ar-2', 'ca-2', 'eo-1']"
User:Magawla61,"['en-3', 'tr-4', 'nl-2', 'de-2']"
User:MaterialWorks,['bar-5']
User:Cestgeorge,"['bar-5', 'fr-5', 'en-4']"
User:Maniakilljoy97,"['it-5', 'en-3']"
User:Lkitrossky,"['ru-5', 'he-2', 'en-3']"
User:Clyde H. Mapping,['en-5']
User:Titus Gold,"['cy-5', 'en-5']"
User:Graearms,"['en-5', 'de-1']"
User:Giosal,"['ka-5', 'ru-4', 'en-4', 'fr-3']"
User:BaduFerreira,"['pt-5', 'en-5', 'es-1', 'fr-0', 'id-0']"
User:AlbusTheWhite,['fr-3']
User:CareAhLine,['es-3']
User:Gamazations,"['bn-5', 'ar-5', 'it-3', 'de-1', 'tr-2']"
User:Fahads1982,['ur-5']
User:SandeepKumarMeena,['hi-5']
User:Maxime12346,"['fr-5', 'en-4']"
User:Misha Wolf,"['en-5', 'cs-1']"
User:Candleblox,"['en-5', 'ja-5']"
User:PaulGamerBoy360,['en-5']
User:63616e,"['en-5', 'tr-5', 'fr-0', 'es-0', 'de-0', 'nl-0', 'pt-0']"
User:Losipov,['en-5']
User:Lisenka92,"['pl-5', 'en-4']"
User:EvoSwatch,['id-5']
User:Mellamelina,['en-5']
User:ElementSix,"['bg-5', 'en-4', 'de-2']"
User:Ted52,"['de-5', 'en-5', 'fr-1', 'la-1']"
User:OttawaPoliticsGuy,"['en-5', 'de-3', 'fr-2']"
User:ABF992,"['es-3', 'it-2', 'fr-3', 'en-5']"
User:Hakimi97,"['en-2', 'ms-5', 'zh-5']"
User:Arcoria,"['en-5', 'fr-5', 'it-3', 'es-3', 'la-1']"
User:Porantim,"['pt-5', 'en-2', 'es-1', 'gl-1', 'fr-0']"
User:Kline,"['en-5', 'fr-1']"
